ID,Tahun,Nama_Negara,Wilayah,Jenis_Tanaman,Total_Curah_Hujan_mm,Emisi_CO2_JT_Ton,Hasil_Panen_Ton_per_HA,Kejadian_Cuaca_Ekstrim,Akses_Irigasi,Penggunaan_Pestisida_KG_per_HA,Penggunaan_Pupuk_KG_per_HA,Indeks_Kesehatan_Tanah,Strategi_Adaptasi,Suhu_Rata_Rata_C
209,2023,Argentina,Northeast,Wheat,856.58,14.48,2.36,4,10.66,25.52,73.13,55.58,Tanpa Adaptasi,29.32
210,2005,Nigeria,South East,Sugarcane,1280.06,7.2,4.96,7,92.89,35.89,67.96,86.01,Tanpa Adaptasi,19.61
211,2012,Russia,Siberian,Wheat,863.78,13.9,3.02,7,90.97,22.28,70.33,98.66,Rotasi Tanaman,31.67
212,1991,USA,Midwest,Corn,1615.5030597110344,20.83,1.863,5,30.24,41.5,9.59,40.63,Manajemen Air,3.99
213,2014,Russia,Central,Rice,749.58,5.01,2.77,2,58.68,41.29,95.73,85.9,Tanaman Tahan Kekeringan,-0.09
214,2019,Brazil,North,Sugarcane,1823.5,24.83,2.07,4,61.9,20.32,0.15,38.5,Tanpa Adaptasi,28.53
215,2015,Argentina,Northwest,Rice,1528.8,26.72,1.593,9,78.85,42.14,21.7,57.28,Manajemen Air,33.58
216,2017,USA,South,Corn,2792.92,26.14,2.61,9,96.7,10.38,72.31,97.45,Tanaman Tahan Kekeringan,8.97
217,1999,Nigeria,South West,Corn,1477.59,12.94,2.1,1,84.98,43.61,39.42,58.6,Tanaman Tahan Kekeringan,16.48
218,1999,France,Grand Est,Cotton,211.11,20.12,1.863,4,71.77,30.78,26.31,67.09,Pertanian Organik,6.97
219,2004,India,Punjab,Corn,1553.18,9.02,2.21,5,52.39,26.92,9.58,60.37,Pertanian Organik,-1.92
220,1995,Canada,Ontario,Wheat,2756.31,10.72,4.32,10,52.27,38.7,51.26,79.3,Rotasi Tanaman,17.7
221,2012,India,Punjab,Cotton,556.74,23.98,2.61,2,98.87,26.45,14.49,89.18,Tanaman Tahan Kekeringan,12.14
222,1999,Australia,New South Wales,Corn,1368.43,2.88,1.93,10,51.78,42.23,62.26,86.79,Tanaman Tahan Kekeringan,22.55
223,2005,Canada,Ontario,Rice,1990.24,17.36,1.62,3,55.39457475380484,40.15,71.19,55.85,Pertanian Organik,8.36
224,1998,Argentina,Patagonia,Rice,490.65,2.4,1.611,10,10.62,34.42,83.32,45.1,Rotasi Tanaman,27.2
225,2003,China,Central,Vegetables,2814.22,3.6,0.95,5,65.64,11.96,40.05,98.87,Rotasi Tanaman,23.58
226,2012,Argentina,Northwest,Sugarcane,2146.62,22.88,1.098,1,15.17,31.39,31.1,48.73,Rotasi Tanaman,31.77
227,2021,India,Punjab,Barley,556.02,2.03,2.49,7,50.79,9.77,76.74,98.24,Rotasi Tanaman,-3.29
228,2013,USA,South,Vegetables,2217.02,8.75,4.4,10,44.14,29.78,98.7,49.6,Manajemen Air,17.2
229,1991,Russia,Northwestern,Wheat,519.91,29.89,1.251,6,69.0,1.12,16.89,84.2,Manajemen Air,20.07
230,2019,Nigeria,South West,Fruits,1123.31,28.06,3.591,1,72.27,1.72,15.42,82.9,Tanaman Tahan Kekeringan,26.64
231,2014,Brazil,South,Fruits,2451.44,3.87,2.0,6,26.33,10.03,32.82,61.32,Tanaman Tahan Kekeringan,6.56
232,1999,India,West Bengal,Barley,524.65,28.07,1.881,9,45.61,17.36,31.43,43.36,Rotasi Tanaman,27.04
233,2001,China,East,Corn,1615.5030597110344,28.63,3.1410000000000005,8,65.66,38.79,11.06,86.38,Tanaman Tahan Kekeringan,32.57
234,2004,USA,Northeast,Sugarcane,785.01,11.09,3.32,5,55.39457475380484,16.97,24.72,31.66,Tanaman Tahan Kekeringan,10.89
235,2017,China,North,Rice,1959.04,20.4,3.249,2,74.42,35.26,74.94,89.33,Rotasi Tanaman,15.88
236,2010,France,Grand Est,Sugarcane,1373.86,11.04,2.89,7,40.97,18.76,83.82,38.37,Tanaman Tahan Kekeringan,31.14
237,2007,China,Central,Vegetables,1741.47,19.03,2.268,10,69.8,2.97,82.49,94.84,Manajemen Air,26.92
238,2014,China,Central,Cotton,634.28,11.79,1.35,2,46.67,42.58,60.96,32.03,Tanpa Adaptasi,-1.57
239,2016,Brazil,Southeast,Fruits,2521.38,29.58,2.7,3,19.14,49.57,11.25,43.73,Tanaman Tahan Kekeringan,0.31
240,2003,Argentina,Northeast,Sugarcane,749.42,13.02,1.15,2,15.22,35.55,43.26,63.4,Manajemen Air,2.24
241,2010,Argentina,Northwest,Fruits,938.02,7.55,1.66,5,14.23,26.83,87.83,79.27,Tanpa Adaptasi,10.65
242,2022,Nigeria,South East,Cotton,2892.14,17.31,0.6120000000000001,4,82.47,16.37,12.17,68.0,Tanaman Tahan Kekeringan,0.07
243,1993,Argentina,Northeast,Wheat,2832.1,26.22,1.278,8,67.9,5.73,9.5,80.7,Manajemen Air,23.53
244,2022,Argentina,Pampas,Soybeans,2388.37,3.79,2.1,1,95.33,20.67,20.77,58.31,Rotasi Tanaman,27.07
245,1996,Russia,Central,Soybeans,832.91,28.72,1.881,3,99.18,15.81,77.0,68.68,Tanaman Tahan Kekeringan,2.21
246,2017,India,Maharashtra,Rice,1615.5030597110344,6.66,3.4290000000000003,4,18.24,25.12,52.69,48.45,Tanaman Tahan Kekeringan,26.65
247,1995,India,Punjab,Barley,2754.27,17.76,1.557,3,21.53,0.39,23.31,54.76,Pertanian Organik,30.42
248,2018,Canada,Ontario,Fruits,2685.22,14.85,0.59,0,92.41,20.57,39.87,33.42,Tanaman Tahan Kekeringan,3.13
249,1991,Brazil,Northeast,Fruits,1646.83,5.77,1.86,6,65.89,2.99,67.22,36.67,Manajemen Air,-2.43
250,1991,India,West Bengal,Vegetables,1841.24,23.33,2.367,9,49.16,34.3,73.16,44.22,Manajemen Air,3.98
251,2005,France,Ile-de-France,Soybeans,1579.74,26.96,3.591,4,90.61,0.4,7.52,93.64,Manajemen Air,12.94
252,2007,France,Provence-Alpes-Cote d’Azur,Cotton,1615.5030597110344,7.63,1.95,3,52.98,25.18,99.22,84.52,Rotasi Tanaman,3.11
253,2020,Canada,British Columbia,Wheat,2376.14,17.91,2.241,0,68.25,30.26,62.18,43.96,Manajemen Air,5.06
254,2010,India,Tamil Nadu,Corn,593.96,8.49,3.73,1,47.38,26.29,34.6,92.81,Tanpa Adaptasi,21.95
255,2009,Nigeria,North Central,Corn,1173.17,29.6,3.114,3,51.31,1.34,37.94,50.3,Tanaman Tahan Kekeringan,15.89
256,2010,India,Maharashtra,Soybeans,1615.5030597110344,24.45,3.5730000000000004,1,94.58,35.24,61.11,42.31,Tanaman Tahan Kekeringan,15.37
257,1998,China,Central,Fruits,218.85,1.14,2.394,6,55.73,22.34,79.13,88.94,Tanpa Adaptasi,20.92
258,1999,Australia,Queensland,Soybeans,2560.38,10.68,2.56,4,77.02,5.45,82.32,59.39,Tanpa Adaptasi,9.53
259,2019,China,East,Sugarcane,884.26,17.21,0.657,8,18.66,33.9,75.94,66.78,Pertanian Organik,2.41
260,1994,Australia,Western Australia,Sugarcane,1755.18,25.71,2.295,3,40.92,30.86,61.87,97.01,Tanpa Adaptasi,7.81
261,1993,Argentina,Northwest,Barley,1019.87,23.48,1.035,7,19.28,13.51,2.62,40.69,Tanaman Tahan Kekeringan,26.73
262,2016,Brazil,North,Vegetables,518.94,15.2,2.826,0,68.39,27.51,40.25,51.51,Rotasi Tanaman,23.35
263,2024,USA,West,Soybeans,563.25,2.93,1.64,2,84.63,1.97,64.38,88.14,Tanaman Tahan Kekeringan,-1.57
264,2006,Nigeria,North Central,Rice,1426.25,25.23,1.773,5,55.41,6.16,4.51,42.18,Tanpa Adaptasi,3.99
265,1993,Brazil,Northeast,Vegetables,1820.31,13.5,1.52,2,94.82,21.06,55.27,53.98,Manajemen Air,8.43
266,1990,India,West Bengal,Corn,316.05,15.71,0.477,9,26.04,4.37,50.81,89.27,Tanaman Tahan Kekeringan,5.99
267,1992,Australia,New South Wales,Cotton,1786.78,27.64,2.349,4,27.29,0.04,82.65,57.07,Manajemen Air,0.52
268,2020,Canada,Ontario,Soybeans,345.98,25.78,0.7290000000000001,5,10.95,10.62,9.86,50.24,Manajemen Air,9.34
269,2021,Russia,Northwestern,Coffee,2456.63,23.7,1.395,8,27.8,43.75,40.37,43.36,Rotasi Tanaman,27.61
270,2007,China,Central,Corn,865.33,1.21,0.51,9,27.77,18.85,63.63,99.88,Tanpa Adaptasi,-4.29
271,2021,USA,Northeast,Corn,1637.76,11.68,4.69,7,20.69,29.5,4.96,79.62,Tanpa Adaptasi,14.46
272,2007,Russia,Northwestern,Coffee,1096.15,3.03,1.49,6,99.58,3.47,59.11,35.6,Tanpa Adaptasi,33.45
273,1990,Russia,Volga,Sugarcane,2583.48,2.45,0.89,3,12.03,7.31,42.99,96.49,Manajemen Air,-0.51
274,2007,Canada,British Columbia,Corn,624.0,5.03,1.63,7,30.61,4.57,63.68,97.79,Tanpa Adaptasi,25.25
275,2000,France,Grand Est,Cotton,2147.14,24.96,3.492,1,86.57,28.21,56.63,84.3,Manajemen Air,31.02
276,1998,Nigeria,North Central,Sugarcane,2871.38,25.55,1.152,10,20.02,34.18,62.62,31.84,Pertanian Organik,-2.83
277,2002,Australia,Queensland,Rice,826.94,24.79,1.197,0,25.1,26.33,37.12,65.01,Pertanian Organik,8.26
278,1995,Argentina,Pampas,Fruits,1970.7,5.06,1.95,3,89.41,29.31,94.87,90.04,Pertanian Organik,3.67
279,2014,Australia,Queensland,Rice,2947.64,13.44,3.31,3,50.5,42.52,94.41,48.55,Rotasi Tanaman,27.85
280,2014,USA,West,Sugarcane,814.12,20.05,2.4480000000000004,8,53.84,16.71,66.95,73.45,Tanaman Tahan Kekeringan,10.33
281,1992,India,Tamil Nadu,Barley,1613.03,8.39,1.47,7,39.88,8.24,89.27,91.17,Tanaman Tahan Kekeringan,34.69
282,1993,Nigeria,South West,Fruits,854.02,7.27,2.86,9,98.03,18.45,94.22,83.3,Pertanian Organik,32.78
283,2008,Australia,Victoria,Corn,2826.0,16.56,2.547,0,41.86,7.41,59.83,71.9,Pertanian Organik,-2.14
284,2000,Russia,Volga,Wheat,2740.56,22.12,1.989,2,78.18,22.6,93.78,98.34,Manajemen Air,4.23
285,2013,Nigeria,South East,Barley,2371.1,4.16,2.92,10,48.9,0.59,8.99,82.54,Pertanian Organik,29.49
286,2021,France,Nouvelle-Aquitaine,Corn,1237.88,26.98,2.484,3,90.85,9.56,80.92,48.83,Rotasi Tanaman,24.94
287,2021,Nigeria,South West,Wheat,2073.05,15.84,3.1050000000000004,9,60.21,8.6,38.87,57.41,Tanpa Adaptasi,14.62
288,1990,India,West Bengal,Sugarcane,481.25,10.72,2.502,4,59.07,38.95,88.34,82.96,Manajemen Air,-2.03
289,2020,USA,West,Cotton,674.67,9.9,0.73,6,31.8,44.12,15.61,65.77,Tanaman Tahan Kekeringan,-4.7
290,1996,Canada,Ontario,Sugarcane,2598.02,16.28,1.2060000000000002,10,69.67,49.81,30.74,64.53,Manajemen Air,26.3
291,2024,Canada,Ontario,Coffee,2827.51,19.56,2.115,6,80.89,17.43,8.15,35.29,Rotasi Tanaman,2.02
292,2003,China,East,Corn,780.24,7.97,1.31,4,64.72,19.22,35.37,77.52,Pertanian Organik,4.26
293,2003,India,Maharashtra,Fruits,2241.16,14.08,4.21,6,76.15,20.28,55.97,99.8,Tanaman Tahan Kekeringan,13.61
294,1995,Canada,Ontario,Vegetables,489.29,18.98,2.781,7,63.18,7.34,96.46,91.99,Rotasi Tanaman,21.96
295,1990,Argentina,Pampas,Barley,472.37,23.35,3.5730000000000004,7,54.86,36.43,25.95,39.93,Manajemen Air,15.77
296,2019,Canada,Quebec,Coffee,2926.58,14.93,3.35,2,53.9,33.23,82.48,78.83,Tanaman Tahan Kekeringan,13.11
297,2012,Russia,Central,Vegetables,443.77,7.31,0.558,9,90.95,11.76,52.05,55.64,Pertanian Organik,-3.28
298,2002,Argentina,Northeast,Wheat,1351.77,18.77,1.863,9,86.32,23.16,10.57,31.08,Tanpa Adaptasi,18.39
299,1993,Brazil,North,Barley,303.7,20.0,2.619,3,28.56,12.88,86.06,57.46,Pertanian Organik,27.64
300,2020,Brazil,Southeast,Cotton,2058.61,25.0,2.238219358974359,10,48.57,27.6,53.46,52.54,Tanpa Adaptasi,5.51
301,2004,Canada,Prairies,Sugarcane,696.66,23.64,3.249,8,25.21,33.28,36.16,59.77,Rotasi Tanaman,20.5
302,2024,Nigeria,North West,Wheat,2627.5,22.28,2.385,4,48.09,33.23,12.24,70.9,Rotasi Tanaman,15.34
303,2008,China,East,Soybeans,1884.42,20.92,2.646,5,97.06,47.8,27.37,95.78,Pertanian Organik,22.8
304,1994,Brazil,Southeast,Coffee,906.42,29.79,2.763,10,72.86,6.7,10.54,45.66,Tanaman Tahan Kekeringan,20.66
305,1999,USA,West,Fruits,302.95,21.87,2.43,0,79.72,44.21,8.79,97.35,Manajemen Air,11.64
306,2015,USA,Midwest,Cotton,2003.09,6.52,3.94,4,55.04,22.2,31.74,44.41,Tanpa Adaptasi,25.75
307,2002,Nigeria,South East,Vegetables,208.93,15.19,2.4120000000000004,4,51.08,46.16,83.76,82.21,Rotasi Tanaman,-1.76
308,2002,Nigeria,South East,Corn,1746.55,5.13,2.83,8,81.21,2.66,92.19,83.82,Rotasi Tanaman,14.4
309,2021,Russia,Northwestern,Cotton,1319.66,29.39,1.6740000000000002,3,40.58,18.71,38.15,33.93,Manajemen Air,31.47
310,2014,Argentina,Northeast,Corn,2695.18,11.1,2.84,1,88.01,26.11,32.43,31.0,Tanpa Adaptasi,19.07
311,2022,Australia,Victoria,Corn,1546.03,2.18,2.93,3,43.77,39.05,65.31,77.63,Rotasi Tanaman,21.23
312,2005,USA,South,Cotton,2397.34,10.31,2.24,5,62.44,16.15,37.7,74.84,Tanpa Adaptasi,12.09
313,2006,USA,Northeast,Coffee,334.68,17.83,0.99,6,17.75,16.85,2.45,34.36,Manajemen Air,23.91
314,1993,France,Ile-de-France,Vegetables,1910.78,3.52,1.04,7,91.61,5.91,38.12,54.95,Manajemen Air,5.85
315,2002,France,Grand Est,Vegetables,1635.31,12.13,1.37,10,52.46,47.24,81.72,75.12,Rotasi Tanaman,-2.57
316,2012,Australia,Queensland,Corn,2517.89,10.29,3.74,10,78.79,12.39,67.41,60.97,Pertanian Organik,14.6
317,2012,Russia,Siberian,Fruits,377.92,12.74,3.249,10,40.52,16.7,91.12,59.33,Tanaman Tahan Kekeringan,17.15
318,2003,Nigeria,South East,Wheat,2947.62,15.42,0.7290000000000001,10,56.93,4.64,14.98,76.36,Tanaman Tahan Kekeringan,32.69
319,1999,Brazil,North,Corn,345.67,16.45,0.63,0,91.94,37.81,19.72,85.48,Tanaman Tahan Kekeringan,5.52
320,2023,Nigeria,South East,Coffee,2581.16,6.38,2.76,7,16.21,3.45,46.24,99.95,Tanpa Adaptasi,34.21
321,2005,Nigeria,South East,Wheat,2988.23,0.82,1.35,2,76.59,33.78,66.99,79.5,Tanaman Tahan Kekeringan,20.68
322,2008,Russia,Northwestern,Rice,668.2,12.77,1.97,10,35.05,20.36,55.3,63.14,Tanpa Adaptasi,23.75
323,2004,Russia,Volga,Cotton,1566.36,5.35,3.98,5,26.45,34.34,9.14,36.08,Manajemen Air,20.52
324,2008,Nigeria,North West,Vegetables,357.34,25.86,2.799,7,79.1,49.6,3.89,69.53,Manajemen Air,27.27
325,1995,India,West Bengal,Wheat,498.82,3.46,2.25,2,34.96,47.18,48.95,60.61,Tanpa Adaptasi,-2.16
326,2017,USA,Northeast,Sugarcane,742.0,9.21,2.49,2,11.99,12.52,46.69,67.42,Rotasi Tanaman,33.95
327,1991,India,Punjab,Sugarcane,1554.5,3.04,3.75,5,57.83,3.13,74.68,57.19,Pertanian Organik,31.13
328,1996,India,Tamil Nadu,Wheat,1483.99,20.02,2.034,2,46.42,33.91,37.74,68.26,Manajemen Air,14.14
329,2010,China,East,Barley,1654.43,2.48,2.21,7,16.51,29.79,66.2,53.3,Pertanian Organik,34.98
330,1992,USA,West,Vegetables,1696.26,25.27,1.818,10,62.94,18.21,28.16,73.71,Tanaman Tahan Kekeringan,-3.76
331,1991,Argentina,Northeast,Soybeans,1957.34,9.87,1.58,1,90.04,42.52,26.29,58.41,Tanaman Tahan Kekeringan,18.61
332,2008,France,Provence-Alpes-Cote d’Azur,Barley,1931.12,26.47,3.6,9,31.7,36.14,71.84,61.0,Tanpa Adaptasi,17.13
333,2012,India,West Bengal,Wheat,658.76,3.33,1.89,6,89.77,28.16,76.25,32.67,Manajemen Air,6.44
334,1992,Brazil,Southeast,Vegetables,2832.16,26.08,2.8080000000000003,5,93.87,14.45,14.93,87.91,Manajemen Air,20.08
335,2010,Australia,Queensland,Sugarcane,827.05,28.15,1.926,0,73.76,36.0,94.01,38.16,Tanaman Tahan Kekeringan,14.66
336,1990,India,Punjab,Vegetables,1615.5030597110344,16.8,0.9,1,63.89,33.77,94.56,51.92,Rotasi Tanaman,25.11
337,2022,Australia,New South Wales,Vegetables,233.62,4.47,2.2230000000000003,5,56.09,41.29,44.39,32.05,Tanaman Tahan Kekeringan,-1.59
338,2000,Australia,Queensland,Corn,1881.16,17.72,1.656,5,43.46,11.85,69.79,44.89,Tanpa Adaptasi,-4.06
339,2019,Australia,Queensland,Corn,1909.56,1.29,1.14,7,20.34,21.03,1.45,34.23,Manajemen Air,31.29
340,2000,USA,Midwest,Soybeans,1773.95,23.17,1.764,2,39.8,0.44,64.79,60.55,Rotasi Tanaman,22.28
341,1993,Brazil,Southeast,Rice,598.71,21.4,1.962,3,91.25,11.21,13.98,72.15,Tanaman Tahan Kekeringan,25.48
342,1992,Brazil,Northeast,Vegetables,1126.53,16.68,0.972,10,20.95,22.05,27.7,82.02,Tanaman Tahan Kekeringan,2.65
343,2012,Brazil,South,Corn,215.42,16.31,1.629,6,70.39,15.3,42.5,58.38,Pertanian Organik,7.61
344,2006,Canada,Ontario,Wheat,1662.01,25.09,1.755,10,52.03,29.12,78.18,84.54,Rotasi Tanaman,27.51
345,2009,Russia,Siberian,Cotton,2503.2,9.31,1.01,7,26.55,28.17,84.83,94.51,Rotasi Tanaman,3.23
346,1996,Nigeria,South West,Vegetables,482.89,19.9,1.161,1,97.97,43.95,40.59,87.58,Tanaman Tahan Kekeringan,-1.99
347,1998,Russia,Volga,Vegetables,1943.75,13.43,1.2,9,37.65,11.76,43.85,64.86,Manajemen Air,25.44
348,1996,Canada,Ontario,Barley,1156.71,14.45,1.64,8,54.95,29.16,71.25,74.61,Manajemen Air,24.3
349,2015,France,Grand Est,Rice,1615.5030597110344,7.99,2.4,7,48.44,42.67,33.97,50.98,Tanpa Adaptasi,24.0
350,2002,China,East,Fruits,1298.22,5.5,1.11,5,96.97,18.94,15.38,69.17,Tanaman Tahan Kekeringan,31.79
351,2007,Australia,Western Australia,Corn,1043.31,20.6,1.755,1,75.18,12.34,82.68,99.52,Tanaman Tahan Kekeringan,33.16
352,2022,Brazil,North,Soybeans,2572.78,6.11,1.71,9,21.57,21.88,7.38,47.83,Pertanian Organik,34.71
353,2013,Brazil,Southeast,Rice,1615.5030597110344,9.68,2.96,4,59.49,32.3,72.16,74.52,Rotasi Tanaman,4.66
354,1994,USA,Northeast,Barley,1655.88,22.77,1.665,5,22.68,26.53,25.69,34.98,Tanaman Tahan Kekeringan,-0.03
355,2020,India,Maharashtra,Barley,2580.3,17.4,3.258,1,95.55,13.58,9.64,81.18,Rotasi Tanaman,23.65
356,2013,USA,Northeast,Corn,2826.33,28.46,2.619,10,93.78,44.7,67.67,69.16,Pertanian Organik,5.71
357,1997,Canada,Prairies,Sugarcane,915.56,9.53,2.38,0,60.28,26.49,18.99,40.48,Manajemen Air,17.74
358,2005,Argentina,Pampas,Fruits,2916.26,26.23,1.548,5,36.17,1.09,31.46,53.8,Tanaman Tahan Kekeringan,-2.66
359,2011,Russia,Central,Soybeans,1448.96,1.16,0.82,10,51.55,5.29,25.12,46.29,Tanpa Adaptasi,7.72
360,2014,USA,West,Cotton,892.55,16.53,0.891,6,42.05,45.65,25.54,34.95,Manajemen Air,31.14
361,2006,France,Provence-Alpes-Cote d’Azur,Wheat,2573.35,3.62,3.27,1,74.36,27.9,6.18,96.56,Tanpa Adaptasi,34.29
362,1991,Argentina,Northeast,Rice,1317.26,9.81,3.6,8,35.49,44.83,17.06,85.55,Tanaman Tahan Kekeringan,24.19
363,2004,Australia,Queensland,Coffee,2590.69,15.9,0.999,10,52.52,31.91,55.27,67.09,Rotasi Tanaman,4.86
364,1991,Brazil,Southeast,Cotton,2050.5,23.24,0.477,1,78.38,12.6,98.2,95.79,Manajemen Air,-1.17
365,2009,Canada,Quebec,Sugarcane,968.45,27.67,2.52,2,78.66,28.64,67.21,73.2,Manajemen Air,12.7
366,2014,USA,Northeast,Corn,2697.51,8.53,1.31,0,93.55,43.26,95.81,76.76,Tanaman Tahan Kekeringan,7.39
367,2013,China,Central,Rice,2054.7,8.71,2.32,10,37.89,32.73,9.26,88.35,Rotasi Tanaman,8.16
368,1997,Argentina,Patagonia,Corn,624.38,6.61,2.238219358974359,10,97.07,42.52,91.36,69.6,Manajemen Air,11.45
369,2013,China,North,Rice,1862.0,23.41,2.034,8,45.79,29.72,40.16,91.95,Tanaman Tahan Kekeringan,-0.97
370,2015,Argentina,Patagonia,Sugarcane,1078.97,13.55,1.36,6,40.39,1.09,31.78,85.83,Tanaman Tahan Kekeringan,34.77
371,2015,Canada,British Columbia,Corn,1808.98,4.17,2.63,0,65.28,3.77,37.18,95.43,Rotasi Tanaman,0.79
372,1992,Russia,Siberian,Coffee,2053.37,27.41,2.313,9,40.77,33.45,44.04,39.9,Pertanian Organik,19.6
373,1999,Canada,Quebec,Vegetables,2758.4,21.27,3.1410000000000005,5,55.95,21.67,25.54,41.76,Manajemen Air,23.11
374,2014,Argentina,Northwest,Corn,2197.58,15.48,2.547,3,56.16,20.26,54.96,47.75,Rotasi Tanaman,16.05
375,1991,Australia,New South Wales,Rice,2772.5,7.45,3.94,3,55.39457475380484,29.25,37.98,60.56,Tanpa Adaptasi,16.86
376,2006,USA,Midwest,Wheat,1461.89,3.26,3.2,1,99.99,0.07,69.53,92.04,Manajemen Air,31.22
377,1994,Canada,Prairies,Barley,1025.33,28.6,2.142,10,32.04,1.05,53.41,80.17,Rotasi Tanaman,12.48
378,2019,Russia,Central,Vegetables,2798.36,6.72,3.89,7,15.4,22.34,75.39,45.28,Pertanian Organik,11.93
379,2004,France,Provence-Alpes-Cote d’Azur,Fruits,2692.83,3.74,3.03,9,15.75,3.21,56.05,36.25,Rotasi Tanaman,13.09
380,2011,China,South,Sugarcane,1900.12,6.85,3.0,6,67.53,25.0,10.55,82.0,Manajemen Air,16.0
381,2006,Argentina,Patagonia,Barley,1637.7,16.65,0.927,4,20.93,19.71,36.55,52.07,Tanpa Adaptasi,-4.42
382,1992,Brazil,North,Corn,272.7,1.14,0.765,1,40.15,33.09,14.42,41.79,Rotasi Tanaman,20.59
383,2008,China,East,Fruits,1010.15,19.22,1.926,6,53.07,1.36,97.86,71.98,Pertanian Organik,2.09
384,2002,Canada,Prairies,Wheat,2164.83,3.73,1.63,7,62.72,13.18,34.0,80.15,Tanaman Tahan Kekeringan,3.3
385,1994,France,Provence-Alpes-Cote d’Azur,Coffee,1669.24,6.0,0.87,7,92.12,47.04,58.8,88.68,Tanpa Adaptasi,4.89
386,1997,India,Tamil Nadu,Vegetables,683.74,10.47,2.34,9,55.93,18.21,21.22,66.37,Tanpa Adaptasi,31.14
387,2004,Argentina,Patagonia,Corn,2710.38,17.03,0.945,3,80.42,45.53,19.6,96.13,Rotasi Tanaman,20.98
388,2018,Australia,Queensland,Rice,1881.28,28.31,1.863,9,66.69,12.29,16.45,93.65,Pertanian Organik,1.08
389,1997,USA,West,Vegetables,2335.92,7.57,3.52,5,35.9,43.88,2.56,85.96,Manajemen Air,10.25
390,1999,Russia,Central,Coffee,1810.18,3.92,1.91,1,72.17,10.71,17.08,54.64,Manajemen Air,9.52
391,2006,Canada,Quebec,Vegetables,1770.4,15.86,1.125,3,66.73,34.57,78.65,41.8,Rotasi Tanaman,-4.98
392,2007,Australia,Western Australia,Wheat,1206.68,22.59,1.98,3,67.54,7.66,41.31,56.05,Manajemen Air,-2.65
393,1993,China,North,Coffee,581.49,18.65,1.836,6,72.5,37.02,60.21,56.29,Tanpa Adaptasi,12.46
394,2023,Brazil,Northeast,Wheat,976.3,21.1,2.25,1,23.77,32.37,86.48,67.13,Tanaman Tahan Kekeringan,5.96
395,2012,USA,Midwest,Vegetables,2194.36,3.02,2.238219358974359,2,53.91,10.6,6.91,83.95,Pertanian Organik,-3.06
396,1995,Brazil,Southeast,Cotton,619.08,4.03,2.95,3,62.01,13.28,18.77,42.99,Manajemen Air,6.41
397,1993,Australia,Western Australia,Fruits,2693.37,5.25,1.26,0,88.71,1.85,27.18,88.69,Tanaman Tahan Kekeringan,-4.08
398,1997,China,South,Wheat,2449.38,6.73,1.28,2,90.8,2.56,96.01,66.22,Rotasi Tanaman,-1.44
399,1999,China,Central,Barley,701.12,18.59,1.782,3,69.56,13.57,44.44,36.0,Tanpa Adaptasi,16.93
400,2009,Canada,Prairies,Rice,2294.6,26.4,1.4580000000000002,3,42.19,16.24,10.16,46.35,Tanaman Tahan Kekeringan,19.09
401,1995,Russia,Central,Corn,1288.19,15.23,2.3400000000000003,5,43.27,14.63,64.52,76.81,Tanpa Adaptasi,10.07
402,2018,Russia,Central,Cotton,1133.72,26.37,0.972,1,40.64,9.26,48.98,98.02,Manajemen Air,-3.55
403,2013,Russia,Central,Fruits,1552.88,19.65,2.196,1,75.33,35.25,30.01,89.14,Manajemen Air,12.26
404,2009,Argentina,Northeast,Vegetables,370.08,17.23,2.7,5,13.09,16.3,55.24,65.36,Tanaman Tahan Kekeringan,15.62
405,2007,Russia,Central,Corn,2604.09,24.74,2.25,10,29.45,5.24,72.57,34.79,Tanaman Tahan Kekeringan,-2.82
406,2011,India,Maharashtra,Cotton,2839.58,22.03,1.242,2,29.73,20.23,10.18,40.42,Pertanian Organik,2.74
407,2005,France,Ile-de-France,Sugarcane,1618.75,25.94,2.835,2,10.01,44.94,42.64,49.54,Pertanian Organik,33.1
408,1992,Russia,Central,Wheat,1277.89,3.32,2.12,7,35.84,1.74,45.84,74.08,Tanaman Tahan Kekeringan,3.29
409,1996,Russia,Central,Wheat,426.28,15.06,0.7110000000000001,4,30.86,38.12,14.62,56.05,Pertanian Organik,0.07
410,2013,Nigeria,North West,Vegetables,851.97,15.85,3.402,3,23.14,13.59,49.93,76.6,Tanaman Tahan Kekeringan,20.27
411,2000,Argentina,Northeast,Vegetables,2764.89,0.73,2.38,10,62.57,24.29,77.31,51.26,Tanaman Tahan Kekeringan,8.24
412,2012,Australia,Victoria,Coffee,1469.37,25.71,2.034,0,70.81,19.85,76.66,50.39,Tanaman Tahan Kekeringan,33.08
413,1997,USA,South,Coffee,2624.12,10.0,3.71,7,22.75,33.94,89.34,44.12,Tanaman Tahan Kekeringan,29.68
414,1996,Australia,Victoria,Rice,2472.31,12.82,1.35,7,37.68,11.43,73.07,98.78,Rotasi Tanaman,4.73
415,2010,Nigeria,North Central,Soybeans,2952.27,22.86,1.287,5,97.76,10.67,80.66,96.05,Rotasi Tanaman,33.56
416,2015,Nigeria,South East,Soybeans,1615.5030597110344,20.63,0.675,3,47.63,44.22,36.15,31.45,Tanaman Tahan Kekeringan,0.56
417,2011,Canada,British Columbia,Fruits,1328.84,24.46,0.846,4,42.72,23.9,7.05,98.34,Tanpa Adaptasi,-4.58
